user_id,user_type,signup_date
user_143,casual,2025-01-06
user_144,casual,2025-01-21
user_145,consistent,2025-02-26
user_146,consistent,2025-02-08
user_147,casual,2025-01-24
user_148,casual,2025-02-02
user_149,consistent,2025-02-28
user_150,consistent,2025-01-18
user_151,at_risk,2025-02-25
user_152,consistent,2025-01-28
user_153,consistent,2025-02-26
user_154,casual,2025-02-21
user_155,at_risk,2025-02-01
user_156,consistent,2025-01-12
user_157,sporadic,2025-02-17
user_158,sporadic,2025-02-11
user_159,consistent,2025-01-27
user_160,sporadic,2025-01-10
user_161,casual,2025-02-15
user_162,casual,2025-02-26
user_163,casual,2025-02-21
user_164,casual,2025-02-11
user_165,consistent,2025-02-01
user_166,sporadic,2025-02-11
user_167,casual,2025-01-26
user_168,consistent,2025-01-25
user_169,consistent,2025-01-11
user_170,casual,2025-01-23
user_171,sporadic,2025-02-03
user_172,consistent,2025-02-26
user_173,casual,2025-02-21
user_174,consistent,2025-02-09
user_175,casual,2025-01-23
user_176,consistent,2025-01-29
user_177,sporadic,2025-01-31
user_178,casual,2025-01-07
user_179,at_risk,2025-02-09
user_180,consistent,2025-02-02
user_181,casual,2025-01-21
user_182,consistent,2025-01-02
user_183,at_risk,2025-01-18
user_184,at_risk,2025-02-16
user_185,consistent,2025-02-02
user_186,sporadic,2025-02-06
user_187,sporadic,2025-02-03
user_188,casual,2025-01-20
user_189,casual,2025-02-04
user_190,consistent,2025-02-20
user_191,consistent,2025-02-19
user_192,at_risk,2025-02-23
user_193,at_risk,2025-01-18
user_194,casual,2025-02-15
user_195,casual,2025-01-24
user_196,casual,2025-01-08
user_197,sporadic,2025-01-30
user_198,at_risk,2025-02-13
user_199,at_risk,2025-02-22
user_200,sporadic,2025-01-10
user_201,casual,2025-01-23
user_202,consistent,2025-02-21
user_203,consistent,2025-02-18
user_204,at_risk,2025-01-11
user_205,casual,2025-01-02
user_206,consistent,2025-02-27
user_207,consistent,2025-01-26
user_208,sporadic,2025-02-05
user_209,consistent,2025-02-02
user_210,consistent,2025-02-16
user_211,casual,2025-01-13
user_212,sporadic,2025-02-09
user_213,sporadic,2025-01-25
user_214,consistent,2025-01-04
user_215,sporadic,2025-02-11
user_216,consistent,2025-01-19
user_217,casual,2025-01-18
user_218,sporadic,2025-02-06
user_219,casual,2025-01-30
user_220,sporadic,2025-01-19
user_221,sporadic,2025-02-27
user_222,casual,2025-01-23
user_223,consistent,2025-02-28
user_224,casual,2025-02-23
user_225,consistent,2025-01-16
user_226,consistent,2025-01-01
user_227,at_risk,2025-01-12
user_228,casual,2025-01-24
user_229,at_risk,2025-02-03
user_230,casual,2025-02-22
user_231,sporadic,2025-02-26
user_232,casual,2025-01-08
user_233,casual,2025-01-18
user_234,casual,2025-02-26
user_235,consistent,2025-02-17
user_236,sporadic,2025-01-05
user_237,consistent,2025-01-26
user_238,consistent,2025-01-30
user_239,casual,2025-02-23
user_240,consistent,2025-01-13
user_241,at_risk,2025-01-19
user_242,at_risk,2025-01-29
user_243,at_risk,2025-01-03
user_244,casual,2025-01-26
user_245,consistent,2025-02-09
user_246,at_risk,2025-02-28
user_247,casual,2025-02-27
user_248,at_risk,2025-02-27
user_249,at_risk,2025-01-12
user_250,at_risk,2025-01-02
user_251,consistent,2025-01-11
user_252,casual,2025-02-13
user_253,at_risk,2025-01-28
user_254,casual,2025-01-18
user_255,consistent,2025-01-13
user_256,casual,2025-02-06
user_257,at_risk,2025-01-22
user_258,sporadic,2025-01-12
user_259,casual,2025-01-02
user_260,consistent,2025-02-06
user_261,casual,2025-01-07
user_262,at_risk,2025-01-26
user_263,consistent,2025-01-26
user_264,casual,2025-01-24
user_265,at_risk,2025-01-12
user_266,sporadic,2025-01-16
user_267,sporadic,2025-01-23
user_268,sporadic,2025-02-09
user_269,casual,2025-03-01
user_270,consistent,2025-01-09
user_271,sporadic,2025-02-01
user_272,sporadic,2025-01-15
user_273,at_risk,2025-02-06
user_274,at_risk,2025-01-13
user_275,casual,2025-01-05
user_276,casual,2025-01-11
user_277,sporadic,2025-01-10
user_278,casual,2025-02-21
user_279,sporadic,2025-01-13
user_280,sporadic,2025-02-10
user_281,at_risk,2025-02-22
user_282,casual,2025-02-15
user_283,casual,2025-02-19
user_284,consistent,2025-01-15
user_285,casual,2025-02-11
user_286,consistent,2025-02-25
user_287,casual,2025-01-07
user_288,casual,2025-02-09
user_289,consistent,2025-01-28
user_290,casual,2025-02-01
user_291,consistent,2025-02-04
user_292,consistent,2025-01-15
user_293,sporadic,2025-02-17
user_294,casual,2025-02-05
user_295,consistent,2025-01-21
user_296,casual,2025-01-06
user_297,sporadic,2025-01-01
user_298,consistent,2025-01-04
user_299,casual,2025-01-11
user_300,consistent,2025-02-13
user_301,consistent,2025-01-26
user_302,casual,2025-02-06
user_303,casual,2025-01-23
user_304,casual,2025-01-29
user_305,sporadic,2025-01-21
user_306,at_risk,2025-02-17
user_307,casual,2025-02-14
user_308,casual,2025-02-14
user_309,sporadic,2025-02-18
user_310,consistent,2025-01-27
user_311,casual,2025-02-08
user_312,consistent,2025-02-09
user_313,consistent,2025-01-13
user_314,at_risk,2025-01-23
user_315,sporadic,2025-02-28
user_316,sporadic,2025-01-16
user_317,casual,2025-01-30
user_318,consistent,2025-01-04
user_319,consistent,2025-02-09
user_320,consistent,2025-01-16
user_321,casual,2025-01-31
user_322,sporadic,2025-02-22
user_323,sporadic,2025-02-11
user_324,consistent,2025-01-25
user_325,at_risk,2025-02-13
user_326,sporadic,2025-01-12
user_327,casual,2025-01-26
user_328,casual,2025-02-06
user_329,casual,2025-02-17
user_330,consistent,2025-02-02
user_331,casual,2025-01-28
user_332,sporadic,2025-01-09
user_333,consistent,2025-01-12
user_334,consistent,2025-01-05
user_335,consistent,2025-02-23
user_336,consistent,2025-02-21
user_337,at_risk,2025-02-23
user_338,sporadic,2025-01-28
user_339,casual,2025-02-25
user_340,consistent,2025-02-04
user_341,casual,2025-01-05
user_342,casual,2025-02-03
user_343,consistent,2025-02-15
user_344,casual,2025-02-03
user_345,casual,2025-01-13
user_346,casual,2025-02-08
user_347,casual,2025-02-11
user_348,consistent,2025-02-14
user_349,casual,2025-02-17
user_350,casual,2025-02-27
user_351,casual,2025-01-14
user_352,at_risk,2025-01-11
user_353,sporadic,2025-02-11
user_354,consistent,2025-02-07
user_355,consistent,2025-01-04
user_356,casual,2025-02-22
user_357,consistent,2025-02-02
user_358,casual,2025-01-07
user_359,at_risk,2025-02-25
user_360,casual,2025-02-10
user_361,casual,2025-01-08
user_362,casual,2025-02-06
user_363,casual,2025-02-20
user_364,casual,2025-01-10
user_365,at_risk,2025-02-12
user_366,casual,2025-02-26
user_367,at_risk,2025-01-15
user_368,at_risk,2025-02-07
user_369,consistent,2025-01-15
user_370,consistent,2025-01-05
user_371,consistent,2025-01-29
user_372,consistent,2025-01-19
user_373,consistent,2025-02-23
user_374,sporadic,2025-02-20
user_375,consistent,2025-01-10
user_376,casual,2025-01-12
user_377,sporadic,2025-02-23
user_378,consistent,2025-01-04
user_379,sporadic,2025-01-31
user_380,consistent,2025-01-18
user_381,consistent,2025-01-16
user_382,sporadic,2025-02-09
user_383,casual,2025-02-05
user_384,at_risk,2025-01-25
user_385,sporadic,2025-01-23
user_386,sporadic,2025-01-12
user_387,consistent,2025-02-03
user_388,consistent,2025-02-05
user_389,sporadic,2025-02-06
user_390,sporadic,2025-01-03
user_391,at_risk,2025-01-09
user_392,casual,2025-02-22
user_393,casual,2025-01-18
user_394,sporadic,2025-02-12
user_395,casual,2025-02-04
user_396,at_risk,2025-02-26
user_397,at_risk,2025-02-24
user_398,casual,2025-02-03
user_399,sporadic,2025-02-10
user_400,sporadic,2025-01-14
user_401,consistent,2025-01-04
user_402,at_risk,2025-01-29
user_403,casual,2025-02-10
user_404,sporadic,2025-02-14
user_405,casual,2025-02-19
user_406,at_risk,2025-01-15
user_407,casual,2025-01-28
user_408,consistent,2025-02-11
user_409,at_risk,2025-01-16
user_410,consistent,2025-01-12
user_411,casual,2025-02-21
user_412,at_risk,2025-01-05
user_413,at_risk,2025-02-03
user_414,casual,2025-02-11
user_415,casual,2025-01-01
user_416,casual,2025-02-08
user_417,consistent,2025-02-01
user_418,casual,2025-01-26
user_419,sporadic,2025-01-17
user_420,sporadic,2025-02-17
user_421,sporadic,2025-02-28
user_422,sporadic,2025-01-27
user_423,consistent,2025-01-24
user_424,casual,2025-02-04
user_425,consistent,2025-02-15
user_426,casual,2025-02-11
user_427,casual,2025-02-23
user_428,at_risk,2025-02-08
user_429,casual,2025-01-26
user_430,consistent,2025-02-18
user_431,consistent,2025-02-07
user_432,sporadic,2025-01-23
user_433,casual,2025-01-22
user_434,consistent,2025-01-04
user_435,consistent,2025-02-18
user_436,sporadic,2025-02-28
user_437,consistent,2025-01-09
user_438,sporadic,2025-01-04
user_439,sporadic,2025-01-07
user_440,consistent,2025-01-23
user_441,consistent,2025-01-02
user_442,at_risk,2025-02-18
user_443,casual,2025-01-24
user_444,casual,2025-02-09
user_445,sporadic,2025-02-24
user_446,at_risk,2025-01-31
user_447,at_risk,2025-02-16
user_448,sporadic,2025-01-31
user_449,casual,2025-02-16
user_450,consistent,2025-02-09
user_451,sporadic,2025-02-17
user_452,casual,2025-02-20
user_453,casual,2025-02-12
user_454,at_risk,2025-02-03
user_455,consistent,2025-02-24
user_456,casual,2025-01-24
user_457,consistent,2025-02-18
user_458,casual,2025-03-01
user_459,consistent,2025-01-26
user_460,consistent,2025-01-16
user_461,consistent,2025-02-26
user_462,casual,2025-02-16
user_463,sporadic,2025-01-13
user_464,casual,2025-01-15
user_465,at_risk,2025-01-27
user_466,casual,2025-01-04
user_467,consistent,2025-01-16
user_468,at_risk,2025-01-30
user_469,consistent,2025-02-13
user_470,at_risk,2025-01-30
user_471,consistent,2025-02-05
user_472,at_risk,2025-01-03
user_473,consistent,2025-01-22
user_474,at_risk,2025-02-18
user_475,casual,2025-01-22
user_476,at_risk,2025-02-19
user_477,consistent,2025-02-26
user_478,casual,2025-02-19
user_479,at_risk,2025-02-24
user_480,casual,2025-03-01
user_481,casual,2025-02-18
user_482,sporadic,2025-01-12
user_483,casual,2025-02-24
user_484,casual,2025-01-21
user_485,casual,2025-02-25
user_486,at_risk,2025-01-04
user_487,consistent,2025-01-31
user_488,consistent,2025-02-13
user_489,at_risk,2025-01-31
user_490,at_risk,2025-02-27
user_491,casual,2025-01-23
user_492,casual,2025-02-23
user_493,consistent,2025-02-22
user_494,consistent,2025-01-20
user_495,casual,2025-01-15
user_496,casual,2025-01-23
user_497,casual,2025-01-28
user_498,consistent,2025-01-16
user_499,at_risk,2025-02-06
user_500,at_risk,2025-01-21
user_501,sporadic,2025-01-15
user_502,casual,2025-01-17
user_503,casual,2025-02-19
user_504,sporadic,2025-02-06
user_505,sporadic,2025-01-13
user_506,consistent,2025-01-19
user_507,at_risk,2025-01-30
user_508,sporadic,2025-02-14
user_509,at_risk,2025-01-18
user_510,sporadic,2025-01-14
user_511,casual,2025-02-05
user_512,casual,2025-02-05
user_513,at_risk,2025-01-20
user_514,at_risk,2025-02-21
user_515,consistent,2025-01-19
user_516,consistent,2025-02-14
user_517,casual,2025-02-13
user_518,sporadic,2025-01-07
user_519,at_risk,2025-02-26
user_520,consistent,2025-02-13
user_521,casual,2025-02-22
user_522,casual,2025-01-04
user_523,at_risk,2025-02-28
user_524,sporadic,2025-02-03
user_525,sporadic,2025-01-02
user_526,casual,2025-01-05
user_527,casual,2025-02-24
user_528,consistent,2025-01-10
user_529,consistent,2025-02-01
user_530,at_risk,2025-02-11
user_531,sporadic,2025-02-10
user_532,at_risk,2025-01-13
user_533,at_risk,2025-02-08
user_534,casual,2025-01-05
user_535,sporadic,2025-02-27
user_536,at_risk,2025-01-10
user_537,sporadic,2025-01-10
user_538,consistent,2025-02-07
user_539,casual,2025-01-27
user_540,consistent,2025-03-01
user_541,at_risk,2025-02-20
user_542,casual,2025-01-21
user_543,consistent,2025-01-08
user_544,sporadic,2025-01-01
user_545,casual,2025-01-28
user_546,casual,2025-02-18
user_547,consistent,2025-02-08
user_548,sporadic,2025-01-14
user_549,casual,2025-01-21
user_550,sporadic,2025-01-30
user_551,casual,2025-01-21
user_552,at_risk,2025-02-18
user_553,casual,2025-01-09
user_554,casual,2025-01-17
user_555,at_risk,2025-01-05
user_556,casual,2025-02-27
user_557,consistent,2025-02-26
user_558,consistent,2025-01-31
user_559,sporadic,2025-02-21
user_560,casual,2025-02-09
user_561,sporadic,2025-02-07
user_562,consistent,2025-02-12
user_563,consistent,2025-01-19
user_564,consistent,2025-02-05
user_565,casual,2025-02-19
user_566,casual,2025-02-02
user_567,casual,2025-01-13
user_568,casual,2025-01-14
user_569,at_risk,2025-02-25
user_570,casual,2025-02-02
user_571,casual,2025-01-29
user_572,sporadic,2025-02-12
user_573,casual,2025-02-18
user_574,casual,2025-02-05
user_575,at_risk,2025-02-27
user_576,at_risk,2025-02-13
user_577,consistent,2025-01-10
user_578,at_risk,2025-01-31
user_579,casual,2025-01-06
user_580,consistent,2025-02-26
user_581,casual,2025-01-01
user_582,at_risk,2025-01-07
user_583,casual,2025-02-27
user_584,casual,2025-01-27
user_585,casual,2025-01-21
user_586,consistent,2025-01-28
user_587,consistent,2025-01-16
user_588,consistent,2025-02-25
user_589,consistent,2025-02-15
user_590,consistent,2025-01-23
user_591,consistent,2025-02-21
user_592,casual,2025-01-20
user_593,consistent,2025-02-07
user_594,casual,2025-02-23
user_595,at_risk,2025-01-25
user_596,casual,2025-01-28
user_597,sporadic,2025-01-05
user_598,consistent,2025-02-25
user_599,consistent,2025-01-21
user_600,consistent,2025-01-18
user_601,consistent,2025-02-16
user_602,consistent,2025-01-06
user_603,consistent,2025-02-26
user_604,consistent,2025-01-29
user_605,consistent,2025-01-19
user_606,casual,2025-02-02
user_607,consistent,2025-01-01
user_608,casual,2025-02-14
user_609,casual,2025-01-03
user_610,sporadic,2025-02-11
user_611,consistent,2025-01-21
user_612,sporadic,2025-02-04
user_613,casual,2025-02-10
user_614,consistent,2025-02-09
user_615,at_risk,2025-01-03
user_616,at_risk,2025-01-25
user_617,consistent,2025-02-14
user_618,consistent,2025-02-07
user_619,sporadic,2025-02-14
user_620,sporadic,2025-02-24
user_621,consistent,2025-01-20
user_622,consistent,2025-02-21
user_623,casual,2025-02-13
user_624,casual,2025-02-14
user_625,casual,2025-02-03
user_626,casual,2025-01-21
user_627,casual,2025-02-25
user_628,sporadic,2025-02-24
user_629,consistent,2025-02-17
user_630,consistent,2025-01-23
user_631,sporadic,2025-01-06
user_632,at_risk,2025-02-20
user_633,casual,2025-02-22
user_634,casual,2025-01-13
user_635,consistent,2025-02-18
user_636,casual,2025-01-23
user_637,casual,2025-01-09
user_638,consistent,2025-01-17
user_639,consistent,2025-01-02
user_640,casual,2025-01-19
user_641,consistent,2025-01-19
user_642,casual,2025-02-25
user_643,consistent,2025-01-07
user_644,casual,2025-02-23
user_645,consistent,2025-02-11
user_646,at_risk,2025-02-11
user_647,casual,2025-02-28
user_648,sporadic,2025-01-20
user_649,sporadic,2025-01-09
user_650,casual,2025-01-17
user_651,consistent,2025-01-27
user_652,casual,2025-02-16
user_653,casual,2025-01-02
user_654,sporadic,2025-02-05
user_655,casual,2025-01-19
user_656,consistent,2025-01-17
user_657,consistent,2025-01-05
user_658,casual,2025-02-08
user_659,casual,2025-01-18
user_660,casual,2025-02-22
user_661,casual,2025-02-23
user_662,at_risk,2025-02-28
user_663,casual,2025-01-07
user_664,consistent,2025-01-17
user_665,consistent,2025-02-08
user_666,consistent,2025-02-05
user_667,consistent,2025-02-09
user_668,consistent,2025-02-14
user_669,consistent,2025-01-04
user_670,consistent,2025-02-07
user_671,consistent,2025-01-25
user_672,at_risk,2025-01-05
user_673,consistent,2025-01-30
user_674,casual,2025-01-12
user_675,casual,2025-01-04
user_676,at_risk,2025-01-24
user_677,consistent,2025-01-29
user_678,casual,2025-01-09
user_679,at_risk,2025-01-04
user_680,at_risk,2025-02-20
user_681,sporadic,2025-01-24
user_682,consistent,2025-01-14
user_683,consistent,2025-01-05
user_684,sporadic,2025-01-18
user_685,at_risk,2025-02-11
user_686,casual,2025-02-26
user_687,casual,2025-01-19
user_688,consistent,2025-01-12
user_689,sporadic,2025-01-18
user_690,consistent,2025-01-17
user_691,casual,2025-01-30
user_692,casual,2025-01-24
user_693,casual,2025-01-11
user_694,consistent,2025-02-04
user_695,consistent,2025-01-23
user_696,casual,2025-01-17
user_697,consistent,2025-01-01
user_698,casual,2025-01-15
user_699,consistent,2025-02-01
user_700,casual,2025-03-01
user_701,casual,2025-01-09
user_702,consistent,2025-01-15
user_703,casual,2025-01-28
user_704,consistent,2025-01-24
user_705,consistent,2025-03-01
user_706,at_risk,2025-02-04
user_707,casual,2025-01-22
user_708,sporadic,2025-01-27
user_709,consistent,2025-01-19
user_710,sporadic,2025-02-14
user_711,sporadic,2025-01-12
user_712,casual,2025-01-20
user_713,casual,2025-01-01
user_714,casual,2025-01-21
user_715,casual,2025-02-18
user_716,at_risk,2025-02-14
user_717,sporadic,2025-01-01
user_718,at_risk,2025-01-10
user_719,consistent,2025-02-16
user_720,sporadic,2025-02-28
user_721,at_risk,2025-02-28
user_722,consistent,2025-02-01
user_723,consistent,2025-02-08
user_724,sporadic,2025-03-01
user_725,casual,2025-01-22
user_726,sporadic,2025-01-18
user_727,consistent,2025-02-17
user_728,sporadic,2025-02-15
user_729,consistent,2025-02-01
user_730,consistent,2025-01-27
user_731,consistent,2025-01-28
user_732,sporadic,2025-01-18
user_733,sporadic,2025-02-28
user_734,casual,2025-02-08
user_735,casual,2025-02-18
user_736,at_risk,2025-01-29
user_737,casual,2025-01-18
user_738,sporadic,2025-02-13
user_739,casual,2025-01-08
user_740,casual,2025-02-23
user_741,casual,2025-01-31
user_742,casual,2025-02-03
user_743,sporadic,2025-01-07
user_744,casual,2025-02-05
user_745,consistent,2025-01-18
user_746,at_risk,2025-03-01
user_747,casual,2025-02-07
user_748,casual,2025-02-28
user_749,at_risk,2025-01-09
user_750,casual,2025-02-28
user_751,consistent,2025-01-09
user_752,at_risk,2025-02-15
user_753,casual,2025-01-08
user_754,casual,2025-02-20
user_755,consistent,2025-02-04
user_756,sporadic,2025-01-18
user_757,casual,2025-01-05
user_758,casual,2025-01-14
user_759,at_risk,2025-01-28
user_760,sporadic,2025-01-30
user_761,consistent,2025-01-04
user_762,casual,2025-02-08
user_763,consistent,2025-01-20
user_764,sporadic,2025-01-25
user_765,consistent,2025-01-28
user_766,casual,2025-01-12
user_767,sporadic,2025-01-02
user_768,at_risk,2025-02-12
user_769,casual,2025-01-14
user_770,sporadic,2025-01-22
user_771,consistent,2025-01-31
user_772,sporadic,2025-01-23
user_773,consistent,2025-02-17
user_774,casual,2025-01-20
user_775,sporadic,2025-02-07
user_776,consistent,2025-02-24
user_777,consistent,2025-01-04
user_778,sporadic,2025-01-15
user_779,sporadic,2025-01-24
user_780,casual,2025-01-25
user_781,sporadic,2025-01-01
user_782,casual,2025-01-07
user_783,consistent,2025-02-26
user_784,casual,2025-01-31
user_785,consistent,2025-01-12
user_786,at_risk,2025-02-11
user_787,casual,2025-01-05
user_788,casual,2025-02-13
user_789,casual,2025-02-19
user_790,at_risk,2025-02-11
user_791,consistent,2025-02-07
user_792,casual,2025-03-01
user_793,casual,2025-01-12
user_794,casual,2025-02-08
user_795,consistent,2025-01-18
user_796,at_risk,2025-01-02
user_797,at_risk,2025-01-10
user_798,casual,2025-01-15
user_799,sporadic,2025-01-30
user_800,at_risk,2025-02-13
user_801,sporadic,2025-02-27
user_802,consistent,2025-01-17
user_803,casual,2025-01-04
user_804,casual,2025-01-07
user_805,casual,2025-02-10
user_806,sporadic,2025-01-31
user_807,at_risk,2025-02-20
user_808,at_risk,2025-03-01
user_809,casual,2025-02-28
user_810,consistent,2025-02-24
user_811,at_risk,2025-02-08
user_812,sporadic,2025-02-24
user_813,consistent,2025-02-03
user_814,at_risk,2025-01-06
user_815,at_risk,2025-02-19
user_816,casual,2025-02-07
user_817,casual,2025-02-14
user_818,casual,2025-02-27
user_819,consistent,2025-02-20
user_820,casual,2025-02-03
user_821,sporadic,2025-02-13
user_822,consistent,2025-01-15
user_823,casual,2025-01-14
user_824,casual,2025-01-06
user_825,casual,2025-02-19
user_826,at_risk,2025-02-06
user_827,casual,2025-02-19
user_828,casual,2025-02-01
user_829,sporadic,2025-01-03
user_830,casual,2025-01-03
user_831,consistent,2025-01-22
user_832,casual,2025-01-22
user_833,consistent,2025-01-10
user_834,consistent,2025-02-20
user_835,casual,2025-01-03
user_836,casual,2025-01-12
user_837,at_risk,2025-01-29
user_838,casual,2025-02-17
user_839,casual,2025-01-17
user_840,casual,2025-01-07
user_841,consistent,2025-01-13
user_842,sporadic,2025-02-25
user_843,consistent,2025-01-02
user_844,at_risk,2025-01-04
user_845,consistent,2025-01-10
user_846,casual,2025-02-08
user_847,consistent,2025-01-24
user_848,at_risk,2025-01-17
user_849,casual,2025-02-21
user_850,casual,2025-01-06
user_851,consistent,2025-01-19
user_852,sporadic,2025-01-05
user_853,consistent,2025-02-01
user_854,at_risk,2025-01-10
user_855,consistent,2025-01-09
user_856,consistent,2025-01-27
user_857,consistent,2025-01-13
user_858,casual,2025-01-19
user_859,casual,2025-01-21
user_860,consistent,2025-01-24
user_861,sporadic,2025-02-07
user_862,casual,2025-01-04
user_863,casual,2025-01-24
user_864,casual,2025-02-28
user_865,casual,2025-02-04
user_866,casual,2025-01-03
user_867,consistent,2025-01-04
user_868,consistent,2025-02-26
user_869,at_risk,2025-02-06
user_870,at_risk,2025-02-09
user_871,casual,2025-02-17
user_872,consistent,2025-02-23
user_873,casual,2025-02-04
user_874,casual,2025-01-31
user_875,consistent,2025-02-25
user_876,consistent,2025-02-13
user_877,sporadic,2025-01-25
user_878,sporadic,2025-02-09
user_879,consistent,2025-01-13
user_880,consistent,2025-01-04
user_881,consistent,2025-02-15
user_882,sporadic,2025-01-14
user_883,consistent,2025-01-13
user_884,consistent,2025-01-27
user_885,sporadic,2025-01-06
user_886,consistent,2025-01-17
user_887,sporadic,2025-02-05
user_888,consistent,2025-02-09
user_889,consistent,2025-02-18
user_890,consistent,2025-02-04
user_891,sporadic,2025-01-17
user_892,at_risk,2025-02-10
user_893,sporadic,2025-01-02
user_894,casual,2025-02-26
user_895,sporadic,2025-01-13
user_896,consistent,2025-02-21
user_897,consistent,2025-01-02
user_898,at_risk,2025-02-21
user_899,consistent,2025-01-28
user_900,consistent,2025-02-12
user_901,consistent,2025-02-28
user_902,consistent,2025-01-26
user_903,consistent,2025-01-22
user_904,casual,2025-02-16
user_905,casual,2025-02-12
user_906,at_risk,2025-02-24
user_907,sporadic,2025-01-03
user_908,casual,2025-02-04
user_909,consistent,2025-03-01
user_910,casual,2025-02-27
user_911,casual,2025-01-12
user_912,consistent,2025-01-24
user_913,casual,2025-01-05
user_914,casual,2025-01-20
user_915,casual,2025-02-08
user_916,casual,2025-02-08
user_917,consistent,2025-01-13
user_918,at_risk,2025-02-10
user_919,sporadic,2025-02-26
user_920,consistent,2025-02-22
user_921,at_risk,2025-02-14
user_922,casual,2025-01-12
user_923,at_risk,2025-01-13
user_924,sporadic,2025-02-25
user_925,casual,2025-01-10
user_926,consistent,2025-02-02
user_927,consistent,2025-02-26
user_928,casual,2025-02-09
user_929,casual,2025-02-23
user_930,consistent,2025-01-16
user_931,consistent,2025-02-14
user_932,sporadic,2025-02-04
user_933,at_risk,2025-01-03
