user_id,gym_id,checkin_time,checkout_time,workout_type,calories_burned
user_642,gym_6,2023-01-02 20:42:00,2023-01-02 21:59:00,Cardio,1058
user_1046,gym_7,2023-07-23 06:15:00,2023-07-23 09:03:00,Swimming,679
user_4321,gym_4,2023-09-06 15:27:00,2023-09-06 16:18:00,Weightlifting,1521
user_4038,gym_2,2023-02-09 20:17:00,2023-02-09 22:08:00,Cardio,1495
user_3048,gym_8,2023-05-26 20:18:00,2023-05-26 21:46:00,CrossFit,1257
user_1158,gym_10,2023-04-09 11:56:00,2023-04-09 13:20:00,Yoga,988
user_3250,gym_6,2023-07-08 07:40:00,2023-07-08 08:31:00,Pilates,1198
user_3628,gym_6,2023-04-13 06:37:00,2023-04-13 09:20:00,Swimming,1069
user_1544,gym_3,2023-02-27 12:20:00,2023-02-27 15:13:00,Pilates,1944
user_792,gym_2,2023-04-05 08:09:00,2023-04-05 10:24:00,CrossFit,1750
user_437,gym_5,2023-04-14 19:20:00,2023-04-14 20:27:00,Pilates,1912
user_3515,gym_7,2023-03-14 09:44:00,2023-03-14 12:17:00,Pilates,446
user_4677,gym_2,2023-03-20 12:36:00,2023-03-20 14:32:00,Pilates,613
user_4783,gym_7,2023-09-16 17:38:00,2023-09-16 18:48:00,Swimming,925
user_4461,gym_2,2023-05-06 08:57:00,2023-05-06 11:01:00,Yoga,1129
user_3960,gym_3,2023-09-23 10:32:00,2023-09-23 11:58:00,Swimming,473
user_4365,gym_10,2023-03-03 10:47:00,2023-03-03 13:46:00,Swimming,832
user_1717,gym_5,2023-04-11 18:55:00,2023-04-11 21:30:00,Swimming,633
user_3637,gym_5,2023-07-24 20:25:00,2023-07-24 22:42:00,Pilates,1038
user_3365,gym_2,2023-08-19 08:33:00,2023-08-19 10:00:00,Swimming,1442
user_4174,gym_1,2023-07-26 07:20:00,2023-07-26 09:39:00,CrossFit,1809
user_189,gym_9,2023-10-02 10:20:00,2023-10-02 11:41:00,Yoga,335
user_2719,gym_4,2023-05-29 06:54:00,2023-05-29 09:44:00,Cardio,427
user_2406,gym_9,2023-02-22 15:03:00,2023-02-22 16:32:00,CrossFit,556
user_3931,gym_10,2023-01-18 10:07:00,2023-01-18 11:20:00,Weightlifting,469
user_3166,gym_5,2023-01-09 18:32:00,2023-01-09 19:58:00,Weightlifting,432
user_903,gym_2,2023-08-02 11:59:00,2023-08-02 12:42:00,CrossFit,857
user_341,gym_9,2023-06-26 07:46:00,2023-06-26 10:26:00,Weightlifting,361
user_2882,gym_9,2023-09-14 17:22:00,2023-09-14 20:03:00,Swimming,321
user_4507,gym_6,2023-04-12 13:30:00,2023-04-12 14:56:00,Weightlifting,311
user_4994,gym_1,2023-01-16 19:44:00,2023-01-16 21:40:00,Weightlifting,1132
user_644,gym_2,2023-09-26 08:29:00,2023-09-26 09:05:00,Yoga,697
user_21,gym_5,2023-10-10 09:28:00,2023-10-10 12:10:00,Pilates,1395
user_3073,gym_10,2023-01-24 16:04:00,2023-01-24 16:51:00,Cardio,1176
user_678,gym_5,2023-07-16 09:35:00,2023-07-16 11:26:00,CrossFit,928
user_1100,gym_6,2023-07-25 14:25:00,2023-07-25 16:55:00,Swimming,589
user_2651,gym_5,2023-06-06 19:07:00,2023-06-06 21:16:00,Weightlifting,1129
user_3470,gym_8,2023-01-30 19:32:00,2023-01-30 22:22:00,Yoga,835
user_4184,gym_10,2023-09-07 12:16:00,2023-09-07 14:02:00,Pilates,855
user_2065,gym_8,2023-01-28 09:04:00,2023-01-28 10:00:00,Pilates,687
user_3401,gym_9,2023-07-04 18:46:00,2023-07-04 21:19:00,Weightlifting,262
user_2872,gym_7,2023-04-02 16:30:00,2023-04-02 17:55:00,Pilates,1262
user_2431,gym_4,2023-06-18 11:33:00,2023-06-18 12:55:00,Weightlifting,1332
user_2688,gym_2,2023-05-12 14:29:00,2023-05-12 15:03:00,Weightlifting,1250
user_1417,gym_4,2023-05-15 20:02:00,2023-05-15 22:01:00,CrossFit,359
user_4406,gym_3,2023-07-01 18:33:00,2023-07-01 19:44:00,Swimming,794
user_492,gym_9,2023-04-28 20:31:00,2023-04-28 22:22:00,Cardio,643
user_760,gym_8,2023-04-27 08:57:00,2023-04-27 09:42:00,Weightlifting,941
user_3502,gym_10,2023-08-27 20:42:00,2023-08-27 21:53:00,Cardio,792
user_1,gym_8,2023-03-19 08:22:00,2023-03-19 10:36:00,Swimming,468
user_2089,gym_7,2023-06-20 20:06:00,2023-06-20 23:02:00,Pilates,727
user_3657,gym_5,2023-05-24 08:29:00,2023-05-24 09:24:00,Pilates,678
user_4768,gym_2,2023-02-11 07:23:00,2023-02-11 08:43:00,Pilates,1994
user_212,gym_1,2023-07-16 09:28:00,2023-07-16 10:05:00,Yoga,515
user_3723,gym_8,2023-05-09 18:35:00,2023-05-09 21:34:00,Weightlifting,327
user_3518,gym_7,2023-08-22 20:44:00,2023-08-22 21:45:00,Swimming,469
user_1966,gym_3,2023-04-18 15:16:00,2023-04-18 17:34:00,CrossFit,908
user_304,gym_3,2023-06-14 11:32:00,2023-06-14 12:59:00,Swimming,283
user_4787,gym_10,2023-04-29 20:26:00,2023-04-29 22:15:00,Cardio,589
user_3773,gym_7,2023-07-15 19:14:00,2023-07-15 21:09:00,Cardio,411
user_1782,gym_5,2023-01-21 09:20:00,2023-01-21 12:12:00,CrossFit,1054
user_3226,gym_6,2023-08-06 09:17:00,2023-08-06 10:27:00,Cardio,1074
user_4712,gym_4,2023-06-07 12:37:00,2023-06-07 13:08:00,Pilates,1120
user_4619,gym_7,2023-06-25 17:09:00,2023-06-25 18:47:00,Yoga,1759
user_2073,gym_6,2023-02-02 12:46:00,2023-02-02 15:30:00,Yoga,632
user_808,gym_5,2023-07-06 17:14:00,2023-07-06 18:37:00,CrossFit,2023
user_4121,gym_10,2023-08-24 08:24:00,2023-08-24 10:58:00,Yoga,648
user_1777,gym_3,2023-03-14 07:23:00,2023-03-14 08:51:00,Swimming,1613
user_3191,gym_5,2023-04-05 12:06:00,2023-04-05 13:35:00,Pilates,356
user_4043,gym_9,2023-10-03 10:16:00,2023-10-03 12:09:00,Swimming,473
user_4204,gym_3,2023-07-01 06:34:00,2023-07-01 09:25:00,Pilates,1315
user_1354,gym_7,2023-05-31 10:30:00,2023-05-31 13:05:00,CrossFit,885
user_180,gym_8,2023-01-25 06:29:00,2023-01-25 09:26:00,Weightlifting,1503
user_881,gym_8,2023-01-04 19:49:00,2023-01-04 20:27:00,Weightlifting,345
user_1831,gym_9,2023-02-02 17:28:00,2023-02-02 18:44:00,CrossFit,824
user_4699,gym_7,2023-02-10 13:22:00,2023-02-10 14:34:00,Yoga,1092
user_4003,gym_6,2023-08-21 20:50:00,2023-08-21 22:22:00,Weightlifting,1742
user_2801,gym_5,2023-05-15 06:55:00,2023-05-15 08:46:00,Weightlifting,343
user_4264,gym_4,2023-08-31 12:31:00,2023-08-31 13:46:00,Pilates,726
user_223,gym_8,2023-07-19 13:44:00,2023-07-19 15:47:00,Yoga,408
user_4565,gym_9,2023-01-22 09:24:00,2023-01-22 10:00:00,CrossFit,946
user_4374,gym_2,2023-10-08 17:40:00,2023-10-08 20:33:00,CrossFit,1489
user_2238,gym_1,2023-04-22 14:47:00,2023-04-22 15:47:00,Weightlifting,945
user_2579,gym_4,2023-04-24 15:33:00,2023-04-24 16:54:00,Cardio,480
user_1779,gym_5,2023-07-08 18:01:00,2023-07-08 18:50:00,Yoga,718
user_621,gym_7,2023-03-31 20:23:00,2023-03-31 22:56:00,Pilates,294
user_1214,gym_10,2023-07-25 18:43:00,2023-07-25 19:51:00,CrossFit,1574
user_4055,gym_8,2023-08-31 14:55:00,2023-08-31 16:24:00,Weightlifting,805
user_4314,gym_1,2023-08-08 16:43:00,2023-08-08 19:18:00,Yoga,960
user_4264,gym_7,2023-03-12 14:34:00,2023-03-12 17:10:00,Swimming,1571
user_2828,gym_4,2023-01-10 08:46:00,2023-01-10 10:59:00,Swimming,415
user_2241,gym_3,2023-08-04 12:00:00,2023-08-04 13:32:00,Cardio,1924
user_1363,gym_7,2023-06-01 09:30:00,2023-06-01 11:06:00,CrossFit,670
user_2839,gym_1,2023-05-28 06:07:00,2023-05-28 06:56:00,Yoga,553
user_2503,gym_4,2023-07-01 20:46:00,2023-07-01 23:16:00,Swimming,400
user_2241,gym_2,2023-03-30 19:08:00,2023-03-30 21:09:00,Swimming,317
user_93,gym_4,2023-05-03 13:44:00,2023-05-03 16:31:00,CrossFit,870
user_1239,gym_6,2023-08-06 08:09:00,2023-08-06 09:51:00,Cardio,778
user_4609,gym_8,2023-02-04 10:14:00,2023-02-04 12:02:00,Swimming,1305
user_3471,gym_4,2023-08-26 08:38:00,2023-08-26 10:09:00,Weightlifting,844
user_3236,gym_2,2023-08-01 16:37:00,2023-08-01 19:24:00,Yoga,1368
user_4202,gym_8,2023-10-08 19:43:00,2023-10-08 21:17:00,Yoga,454
user_2765,gym_10,2023-06-03 17:54:00,2023-06-03 20:52:00,Yoga,1307
user_3605,gym_6,2023-08-06 11:27:00,2023-08-06 14:08:00,Cardio,1231
user_2836,gym_5,2023-06-29 10:39:00,2023-06-29 12:55:00,CrossFit,1423
user_3902,gym_8,2023-03-30 17:12:00,2023-03-30 19:58:00,Swimming,754
user_3235,gym_1,2023-08-14 13:43:00,2023-08-14 16:40:00,Yoga,976
user_3629,gym_7,2023-07-31 19:55:00,2023-07-31 20:42:00,Weightlifting,442
user_1769,gym_4,2023-01-18 12:26:00,2023-01-18 14:12:00,Swimming,1027
user_3510,gym_4,2023-08-08 06:14:00,2023-08-08 08:52:00,Yoga,1007
user_2902,gym_4,2023-07-14 19:16:00,2023-07-14 21:37:00,Cardio,933
user_1542,gym_1,2023-09-22 12:25:00,2023-09-22 14:53:00,CrossFit,1058
user_2092,gym_2,2023-08-26 11:06:00,2023-08-26 13:32:00,Swimming,800
user_2651,gym_3,2023-09-03 10:41:00,2023-09-03 13:02:00,Cardio,1088
user_1732,gym_7,2023-04-16 20:21:00,2023-04-16 22:33:00,Cardio,521
user_92,gym_10,2023-04-12 19:20:00,2023-04-12 20:50:00,Yoga,431
user_4855,gym_1,2023-01-04 18:08:00,2023-01-04 18:41:00,Swimming,575
user_731,gym_7,2023-01-03 14:16:00,2023-01-03 15:07:00,Yoga,1198
user_4433,gym_4,2023-06-28 06:17:00,2023-06-28 08:59:00,Weightlifting,719
user_3815,gym_3,2023-08-20 09:23:00,2023-08-20 10:40:00,Yoga,350
user_700,gym_10,2023-05-25 07:09:00,2023-05-25 09:49:00,Weightlifting,410
user_3015,gym_3,2023-08-21 18:55:00,2023-08-21 21:39:00,Yoga,431
user_2312,gym_2,2023-04-28 20:17:00,2023-04-28 22:45:00,Swimming,1128
user_2017,gym_5,2023-07-28 15:04:00,2023-07-28 17:25:00,CrossFit,1552
user_3491,gym_4,2023-06-24 09:30:00,2023-06-24 10:48:00,CrossFit,1481
user_978,gym_1,2023-02-13 08:46:00,2023-02-13 09:25:00,Swimming,922
user_4211,gym_4,2023-07-06 19:38:00,2023-07-06 21:38:00,Yoga,1213
user_1259,gym_6,2023-03-31 06:11:00,2023-03-31 09:05:00,Yoga,1218
user_3856,gym_9,2023-08-22 14:43:00,2023-08-22 16:32:00,Swimming,885
user_1298,gym_2,2023-09-24 18:01:00,2023-09-24 19:00:00,Pilates,394
user_1979,gym_8,2023-05-20 10:57:00,2023-05-20 12:12:00,Yoga,1567
user_4130,gym_5,2023-04-16 15:11:00,2023-04-16 17:34:00,Swimming,400
user_1733,gym_2,2023-01-26 15:32:00,2023-01-26 16:32:00,Cardio,1379
user_2943,gym_6,2023-10-04 13:46:00,2023-10-04 14:16:00,Cardio,1169
user_2510,gym_7,2023-08-11 13:38:00,2023-08-11 16:06:00,Cardio,428
user_449,gym_9,2023-08-16 08:54:00,2023-08-16 10:28:00,Cardio,1515
user_1238,gym_8,2023-08-23 18:50:00,2023-08-23 21:04:00,Swimming,668
user_4501,gym_1,2023-02-25 09:05:00,2023-02-25 11:32:00,Swimming,774
user_333,gym_1,2023-03-22 09:14:00,2023-03-22 10:31:00,Weightlifting,306
user_4324,gym_3,2023-03-29 12:25:00,2023-03-29 14:46:00,Pilates,1017
user_166,gym_2,2023-05-19 18:28:00,2023-05-19 19:31:00,Swimming,1633
user_4681,gym_7,2023-04-13 08:34:00,2023-04-13 09:08:00,Pilates,1704
user_4833,gym_6,2023-09-24 11:29:00,2023-09-24 12:37:00,CrossFit,1906
user_4694,gym_2,2023-09-22 20:32:00,2023-09-22 22:36:00,CrossFit,1216
user_4689,gym_2,2023-01-15 19:34:00,2023-01-15 20:40:00,Swimming,690
user_4028,gym_7,2023-04-20 09:32:00,2023-04-20 11:27:00,Swimming,1158
user_2775,gym_9,2023-02-22 13:46:00,2023-02-22 15:08:00,CrossFit,615
user_1700,gym_3,2023-09-27 19:11:00,2023-09-27 20:43:00,Yoga,756
user_1414,gym_4,2023-04-02 18:58:00,2023-04-02 20:28:00,Weightlifting,559
user_1447,gym_8,2023-01-31 08:51:00,2023-01-31 10:41:00,Cardio,1338
user_3483,gym_2,2023-04-01 20:21:00,2023-04-01 23:20:00,Cardio,1507
user_4745,gym_8,2023-10-09 06:07:00,2023-10-09 07:46:00,CrossFit,1428
user_1688,gym_1,2023-04-10 08:40:00,2023-04-10 11:33:00,Cardio,790
user_447,gym_2,2023-09-24 12:10:00,2023-09-24 12:42:00,Yoga,1073
user_3475,gym_1,2023-01-05 12:36:00,2023-01-05 14:31:00,Pilates,596
user_97,gym_10,2023-03-31 10:30:00,2023-03-31 13:10:00,Cardio,915
user_2427,gym_4,2023-01-26 14:40:00,2023-01-26 16:40:00,Pilates,1676
user_2718,gym_2,2023-08-20 06:22:00,2023-08-20 07:59:00,Cardio,183
user_3258,gym_4,2023-05-27 07:14:00,2023-05-27 07:49:00,Weightlifting,1185
user_4727,gym_4,2023-07-20 10:01:00,2023-07-20 12:02:00,CrossFit,953
user_503,gym_1,2023-09-27 10:10:00,2023-09-27 12:18:00,Pilates,615
user_4384,gym_1,2023-03-01 16:11:00,2023-03-01 17:02:00,Cardio,834
user_4465,gym_1,2023-03-20 08:10:00,2023-03-20 10:40:00,Pilates,734
user_65,gym_7,2023-01-27 09:52:00,2023-01-27 11:14:00,Cardio,199
user_4258,gym_1,2023-02-07 07:50:00,2023-02-07 08:27:00,CrossFit,334
user_662,gym_6,2023-02-18 16:10:00,2023-02-18 18:03:00,Weightlifting,563
user_3490,gym_5,2023-04-22 06:22:00,2023-04-22 08:05:00,Yoga,1006
user_481,gym_5,2023-01-08 14:26:00,2023-01-08 14:58:00,CrossFit,958
user_4663,gym_6,2023-01-08 20:24:00,2023-01-08 22:26:00,Pilates,912
user_3262,gym_3,2023-10-15 07:42:00,2023-10-15 09:16:00,Pilates,1257
user_406,gym_6,2023-03-23 08:09:00,2023-03-23 08:51:00,Weightlifting,386
user_4861,gym_2,2023-05-11 15:38:00,2023-05-11 18:35:00,Pilates,582
user_3561,gym_4,2023-03-19 15:49:00,2023-03-19 16:27:00,Cardio,1345
user_3384,gym_3,2023-08-20 09:50:00,2023-08-20 10:35:00,Cardio,1183
user_3668,gym_5,2023-04-25 14:13:00,2023-04-25 16:48:00,Yoga,1657
user_4962,gym_3,2023-08-14 16:29:00,2023-08-14 18:00:00,Cardio,503
user_1118,gym_7,2023-01-23 10:17:00,2023-01-23 12:34:00,Yoga,2042
user_2438,gym_2,2023-06-06 11:26:00,2023-06-06 14:01:00,Swimming,1456
user_3483,gym_1,2023-01-12 18:50:00,2023-01-12 21:41:00,Cardio,233
user_3710,gym_4,2023-08-07 13:14:00,2023-08-07 14:14:00,Pilates,837
user_3441,gym_10,2023-10-15 08:21:00,2023-10-15 09:11:00,CrossFit,631
user_742,gym_10,2023-01-18 07:04:00,2023-01-18 08:24:00,Cardio,321
user_3240,gym_3,2023-09-09 14:30:00,2023-09-09 17:11:00,CrossFit,1327
user_2922,gym_7,2023-08-24 11:28:00,2023-08-24 13:34:00,Pilates,1002
user_1832,gym_3,2023-09-04 14:46:00,2023-09-04 17:33:00,Weightlifting,325
user_4139,gym_4,2023-01-26 09:03:00,2023-01-26 11:23:00,Swimming,218
user_911,gym_6,2023-09-09 06:51:00,2023-09-09 09:00:00,Swimming,1705
user_4013,gym_6,2023-06-20 14:26:00,2023-06-20 16:41:00,CrossFit,1708
user_4703,gym_6,2023-08-03 11:23:00,2023-08-03 13:57:00,Yoga,907
user_1419,gym_8,2023-07-29 08:16:00,2023-07-29 09:06:00,Pilates,525
user_4815,gym_1,2023-09-28 10:44:00,2023-09-28 11:24:00,Swimming,272
user_4310,gym_5,2023-04-11 18:39:00,2023-04-11 19:31:00,Yoga,682
user_4039,gym_8,2023-08-05 09:57:00,2023-08-05 11:39:00,Weightlifting,1006
user_3640,gym_7,2023-01-27 20:07:00,2023-01-27 21:34:00,Weightlifting,1003
user_3446,gym_4,2023-07-11 17:47:00,2023-07-11 19:03:00,Yoga,939
user_132,gym_7,2023-03-10 09:11:00,2023-03-10 11:23:00,Yoga,337
user_2057,gym_8,2023-04-29 14:42:00,2023-04-29 16:37:00,Swimming,830
user_153,gym_1,2023-05-10 07:10:00,2023-05-10 07:56:00,Pilates,921
user_2479,gym_5,2023-04-07 11:55:00,2023-04-07 14:32:00,Pilates,668
user_483,gym_9,2023-05-18 18:27:00,2023-05-18 20:06:00,Pilates,1031
user_305,gym_3,2023-02-02 18:00:00,2023-02-02 20:29:00,CrossFit,964
user_2520,gym_1,2023-03-18 16:48:00,2023-03-18 19:33:00,Swimming,763
user_993,gym_1,2023-09-16 17:05:00,2023-09-16 19:51:00,Pilates,717
user_2238,gym_2,2023-01-04 19:07:00,2023-01-04 20:43:00,Weightlifting,567
user_2560,gym_8,2023-01-21 13:34:00,2023-01-21 14:42:00,Pilates,1008
user_4439,gym_4,2023-09-01 19:23:00,2023-09-01 21:07:00,CrossFit,1357
user_715,gym_2,2023-05-20 16:31:00,2023-05-20 19:06:00,Yoga,397
user_1710,gym_2,2023-02-05 07:34:00,2023-02-05 09:28:00,Swimming,1269
user_1058,gym_4,2023-05-11 08:33:00,2023-05-11 10:49:00,CrossFit,605
user_471,gym_1,2023-04-24 13:40:00,2023-04-24 16:35:00,Cardio,348
user_3466,gym_5,2023-08-11 19:13:00,2023-08-11 21:52:00,Swimming,1055
user_741,gym_5,2023-09-21 15:27:00,2023-09-21 16:34:00,Pilates,957
user_3567,gym_1,2023-07-16 06:46:00,2023-07-16 09:08:00,Weightlifting,1301
user_513,gym_3,2023-06-07 10:44:00,2023-06-07 11:42:00,Pilates,618
user_3394,gym_6,2023-05-22 10:08:00,2023-05-22 10:42:00,Weightlifting,1878
user_3286,gym_6,2023-10-13 16:25:00,2023-10-13 17:36:00,Cardio,865
user_3838,gym_6,2023-09-26 17:00:00,2023-09-26 19:46:00,CrossFit,393
user_2193,gym_3,2023-10-01 15:44:00,2023-10-01 17:35:00,CrossFit,681
user_4655,gym_2,2023-09-27 11:05:00,2023-09-27 13:01:00,Yoga,177
user_4888,gym_6,2023-04-08 15:45:00,2023-04-08 16:31:00,Yoga,521
user_360,gym_9,2023-08-01 14:03:00,2023-08-01 16:19:00,Weightlifting,902
user_285,gym_3,2023-04-15 11:17:00,2023-04-15 12:05:00,Pilates,595
user_3317,gym_5,2023-03-26 11:31:00,2023-03-26 12:20:00,Cardio,1543
user_3278,gym_9,2023-01-29 10:37:00,2023-01-29 11:47:00,Weightlifting,374
user_2632,gym_9,2023-03-19 14:13:00,2023-03-19 16:49:00,Yoga,697
user_1758,gym_7,2023-08-26 07:05:00,2023-08-26 07:58:00,Weightlifting,771
user_2775,gym_4,2023-08-11 17:43:00,2023-08-11 18:46:00,Pilates,818
user_1523,gym_3,2023-07-28 11:16:00,2023-07-28 13:25:00,Weightlifting,538
user_1246,gym_3,2023-07-31 19:29:00,2023-07-31 22:23:00,Yoga,581
user_1413,gym_4,2023-06-16 11:25:00,2023-06-16 13:10:00,Cardio,1322
user_4839,gym_7,2023-04-29 07:50:00,2023-04-29 09:52:00,Swimming,819
user_1417,gym_4,2023-04-11 11:32:00,2023-04-11 14:24:00,Swimming,289
user_358,gym_5,2023-01-23 09:35:00,2023-01-23 10:36:00,Weightlifting,1731
user_3466,gym_6,2023-09-21 20:09:00,2023-09-21 21:27:00,CrossFit,724
user_4136,gym_7,2023-02-01 10:20:00,2023-02-01 12:52:00,Weightlifting,1125
user_2950,gym_3,2023-03-10 14:05:00,2023-03-10 15:45:00,Swimming,1135
